variable1,variable2
0.20088932489177658,-56.996035303342104
0.21392174158429994,-73.82785322725364
0.1435338622275812,-55.6156649868816
0.011706584680025408,-58.884759546428036
0.1965357691150258,19.144093303800034
0.2867230920254767,-70.4300350042985
0.36862949547051194,-80.29930195867081
0.05029350622850399,-48.16212893264623
0.17739694117192698,-86.81203020328599
0.1712119907003142,41.554617585879384
0.32740789029609013,-49.04625424009709
